COUN_ID,COUN_NA,TOWN_ID,TOWN_NA,CODE3,1.00,2.00,3.00,4.00,5.00,6.00,7.00,8.00,9.00,10.00,11.00,12.00
10002,宜蘭縣,1000203,蘇澳鎮,A100020323,419.86,486.38,514.07,544.67,678.20,956.92,896.71,885.29,749.48,538.65,511.80,474.80
10002,宜蘭縣,1000203,蘇澳鎮,A100020324,673.17,707.82,771.59,811.08,1004.90,1402.94,1346.23,1302.06,1149.78,805.41,782.07,684.44
10002,宜蘭縣,1000203,蘇澳鎮,A100020325,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10002,宜蘭縣,1000203,蘇澳鎮,A100020326,648.81,665.04,797.96,939.21,1182.37,1465.57,1576.16,1540.73,1112.05,1007.58,757.27,662.44
10002,宜蘭縣,1000204,頭城鎮,A100020401,646.58,710.84,847.10,1010.17,990.26,1369.25,1572.73,1488.44,1191.00,1084.28,798.16,851.83
10002,宜蘭縣,1000204,頭城鎮,A100020402,813.00,872.13,1075.73,1311.95,1378.82,1824.49,2055.95,1843.67,1512.28,1340.29,976.24,1012.38
10002,宜蘭縣,1000204,頭城鎮,A100020403,41.31,34.26,43.02,54.35,65.19,88.83,99.58,103.31,97.03,91.87,76.15,71.36
10002,宜蘭縣,1000204,頭城鎮,A100020404,667.90,722.52,809.91,939.01,1063.67,1551.69,1726.30,1654.73,1307.09,1119.27,838.63,835.10
10002,宜蘭縣,1000204,頭城鎮,A100020405,36.75,153.89,310.83,432.26,579.89,997.41,1374.12,1202.21,950.53,728.39,414.99,355.99
10002,宜蘭縣,1000204,頭城鎮,A100020406,503.94,529.46,561.26,599.76,748.71,1027.47,936.34,905.43,797.76,628.92,610.22,582.98
10002,宜蘭縣,1000204,頭城鎮,A100020407,486.72,537.84,570.43,584.33,709.94,968.94,929.68,900.77,789.10,592.30,573.15,533.06
10002,宜蘭縣,1000204,頭城鎮,A100020408,17.56,47.51,66.95,91.19,105.89,126.42,133.14,137.43,142.17,131.95,128.37,135.52
10002,宜蘭縣,1000204,頭城鎮,A100020409,932.21,954.25,995.09,1084.93,1336.19,1798.75,1720.15,1780.32,1524.73,1152.69,1055.49,946.48
10002,宜蘭縣,1000204,頭城鎮,A100020410,502.98,540.59,590.12,651.62,781.13,1083.91,1098.74,1067.97,861.65,680.70,589.67,575.93
10002,宜蘭縣,1000204,頭城鎮,A100020411,399.72,454.78,487.05,503.35,602.26,815.93,765.98,746.71,648.91,478.09,477.10,444.32
10002,宜蘭縣,1000204,頭城鎮,A100020412,619.50,647.92,709.10,743.12,907.45,1277.43,1285.49,1222.93,1064.54,767.27,717.08,648.32
10002,宜蘭縣,1000204,頭城鎮,A100020413,358.81,395.20,503.04,546.88,595.13,865.15,1042.87,845.36,724.94,589.32,482.34,503.32
10002,宜蘭縣,1000204,頭城鎮,A100020414,603.38,480.80,771.15,629.41,841.83,1140.71,1431.02,954.61,1087.74,636.58,756.02,579.90
10002,宜蘭縣,1000205,礁溪鄉,A100020501,349.93,366.76,360.06,362.52,375.58,419.29,354.82,327.01,292.05,247.63,226.88,215.09
10002,宜蘭縣,1000205,礁溪鄉,A100020502,898.17,933.51,923.92,1072.24,1204.44,1689.44,1625.41,1714.08,1436.78,1186.98,977.18,908.77
10002,宜蘭縣,1000205,礁溪鄉,A100020503,658.99,683.18,725.09,797.32,896.21,1155.48,1158.57,1107.88,961.65,795.93,735.18,696.22
10002,宜蘭縣,1000205,礁溪鄉,A100020504,234.91,110.67,59.85,42.17,22.45,30.10,32.32,38.05,42.55,38.32,36.52,34.67
10002,宜蘭縣,1000205,礁溪鄉,A100020505,437.74,505.11,481.90,564.03,622.25,820.98,737.21,817.06,645.05,582.78,513.61,548.85
10002,宜蘭縣,1000205,礁溪鄉,A100020506,635.46,672.77,747.27,1145.58,1458.97,1618.29,1623.12,1382.37,1077.40,889.85,683.10,669.58
10002,宜蘭縣,1000205,礁溪鄉,A100020507,1153.34,1254.19,1184.02,1422.71,1620.36,2255.50,2002.55,2272.94,1705.12,1534.72,1234.53,1273.37
10002,宜蘭縣,1000205,礁溪鄉,A100020508,618.11,553.50,775.19,721.43,821.35,1110.39,1387.75,1029.77,1032.60,734.88,734.45,644.57
10002,宜蘭縣,1000205,礁溪鄉,A100020509,616.81,652.46,712.09,775.74,846.15,1258.43,1298.04,1203.03,979.98,784.10,663.65,653.40
10002,宜蘭縣,1000205,礁溪鄉,A100020510,558.42,617.39,746.28,789.37,805.58,1280.45,1414.33,1112.06,1039.85,764.66,684.91,640.99
10002,宜蘭縣,1000205,礁溪鄉,A100020511,437.43,460.04,549.19,619.10,634.05,867.97,1027.76,930.67,766.15,683.12,565.24,609.78
10002,宜蘭縣,1000205,礁溪鄉,A100020512,599.69,591.11,753.18,721.57,781.11,1218.86,1399.34,1009.68,1006.70,688.75,711.52,607.10
10002,宜蘭縣,1000205,礁溪鄉,A100020513,507.17,449.16,564.14,603.63,681.28,729.57,813.78,830.33,637.17,597.56,536.03,503.33
10002,宜蘭縣,1000205,礁溪鄉,A100020514,421.11,468.71,588.19,603.57,627.50,975.26,1132.14,863.44,815.16,580.55,523.38,509.12
10002,宜蘭縣,1000205,礁溪鄉,A100020515,493.09,554.17,669.78,756.62,775.10,1146.13,1344.54,1149.33,908.48,777.15,620.67,650.55
10002,宜蘭縣,1000205,礁溪鄉,A100020516,390.10,450.77,541.87,611.34,609.52,882.25,1040.05,902.41,736.61,635.77,523.81,562.90
10002,宜蘭縣,1000206,壯圍鄉,A100020601,738.28,508.00,849.52,602.75,887.53,1131.07,1576.88,868.73,1238.57,627.12,936.17,568.86
10002,宜蘭縣,1000206,壯圍鄉,A100020602,467.29,471.04,628.23,585.03,688.72,1023.93,1243.75,877.47,880.87,579.44,549.64,496.27
10002,宜蘭縣,1000206,壯圍鄉,A100020603,502.10,516.24,503.57,553.21,664.09,834.34,873.76,884.23,621.72,555.93,469.65,470.82
10002,宜蘭縣,1000206,壯圍鄉,A100020604,523.03,596.87,545.12,644.79,728.72,984.07,1035.30,1041.88,627.60,604.31,492.28,566.39
10002,宜蘭縣,1000206,壯圍鄉,A100020605,552.71,649.25,527.93,696.86,784.65,1050.76,903.54,1050.93,618.58,670.75,491.32,589.74
10002,宜蘭縣,1000206,壯圍鄉,A100020606,472.81,543.99,651.89,666.69,716.12,1097.97,1234.10,998.16,882.61,656.66,583.55,577.57
10002,宜蘭縣,1000206,壯圍鄉,A100020607,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10002,宜蘭縣,1000206,壯圍鄉,A100020608,756.82,727.51,753.74,804.16,1138.00,1332.39,1337.42,1136.30,888.03,770.49,792.57,816.07
10002,宜蘭縣,1000206,壯圍鄉,A100020609,502.82,582.62,502.01,648.67,785.98,1091.15,944.32,1083.86,624.14,611.71,476.79,571.00
10002,宜蘭縣,1000206,壯圍鄉,A100020610,532.99,522.18,548.96,586.50,837.67,971.64,945.54,982.32,659.32,540.99,517.47,524.37
10002,宜蘭縣,1000207,員山鄉,A100020701,517.03,510.35,630.17,718.41,824.89,959.55,1088.35,1167.89,773.40,770.48,596.27,596.36
10002,宜蘭縣,1000207,員山鄉,A100020702,354.63,425.30,491.14,662.99,754.86,985.98,1018.88,1229.00,607.99,754.45,481.50,590.91
10002,宜蘭縣,1000207,員山鄉,A100020703,371.67,413.57,503.16,636.13,733.18,909.71,966.86,1063.79,653.68,695.21,503.39,529.86
10002,宜蘭縣,1000207,員山鄉,A100020704,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10002,宜蘭縣,1000207,員山鄉,A100020705,415.25,453.31,559.17,689.38,793.47,997.11,1147.01,1212.47,729.80,755.42,523.35,521.93
10002,宜蘭縣,1000207,員山鄉,A100020706,368.51,485.99,510.40,567.55,613.11,968.12,911.73,865.34,701.06,578.59,486.49,498.45
10002,宜蘭縣,1000207,員山鄉,A100020707,513.76,579.57,649.39,804.16,927.29,1163.46,1236.38,1282.19,798.98,828.67,602.90,619.63
10002,宜蘭縣,1000207,員山鄉,A100020708,447.68,512.19,592.11,575.75,654.39,958.58,971.07,797.73,855.32,524.69,575.25,482.31
10002,宜蘭縣,1000207,員山鄉,A100020709,358.24,429.40,527.02,562.80,628.94,920.21,1011.02,896.85,697.30,538.04,468.70,433.87
10002,宜蘭縣,1000207,員山鄉,A100020710,489.84,427.74,611.46,483.91,716.16,855.06,1080.86,731.26,882.12,467.79,596.48,421.81
10002,宜蘭縣,1000207,員山鄉,A100020711,523.64,591.72,689.81,659.61,721.16,1314.86,1315.43,935.81,997.86,581.04,632.95,578.11
10002,宜蘭縣,1000207,員山鄉,A100020712,460.63,510.58,617.94,563.86,660.30,1081.45,1127.46,786.33,906.10,495.95,572.60,501.87
10002,宜蘭縣,1000207,員山鄉,A100020713,302.20,152.85,435.28,172.11,505.34,293.92,667.86,219.77,604.67,120.74,459.95,121.56
10002,宜蘭縣,1000208,冬山鄉,A100020801,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10002,宜蘭縣,1000208,冬山鄉,A100020802,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10002,宜蘭縣,1000208,冬山鄉,A100020803,657.78,674.09,729.14,770.71,846.62,1210.81,1346.15,1198.95,923.25,755.00,673.25,720.52
10002,宜蘭縣,1000208,冬山鄉,A100020804,767.18,824.11,823.75,863.53,1129.45,1523.87,1423.95,1447.07,1165.36,864.60,803.03,770.75
10002,宜蘭縣,1000208,冬山鄉,A100020805,526.85,575.49,721.68,706.64,779.05,1444.45,1551.95,1120.31,1166.98,677.00,705.77,581.67
10002,宜蘭縣,1000208,冬山鄉,A100020806,425.92,569.72,645.28,615.40,687.34,1187.82,1227.69,942.61,907.13,614.02,613.59,585.51
10002,宜蘭縣,1000208,冬山鄉,A100020807,456.31,553.00,637.49,614.51,657.77,1251.04,1297.23,921.29,867.84,555.42,550.44,541.90
10002,宜蘭縣,1000208,冬山鄉,A100020808,459.15,597.36,681.96,658.75,727.35,1338.65,1382.48,1017.82,1001.64,628.28,620.42,575.32
10002,宜蘭縣,1000208,冬山鄉,A100020809,423.16,569.85,646.63,657.03,662.32,1249.03,1277.11,960.80,955.46,612.34,586.20,572.14
10002,宜蘭縣,1000208,冬山鄉,A100020810,268.99,178.44,371.59,198.50,346.60,216.65,428.69,191.25,116.53,112.08,112.91,123.04
10002,宜蘭縣,1000208,冬山鄉,A100020811,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10002,宜蘭縣,1000208,冬山鄉,A100020812,652.66,730.60,788.91,799.13,851.12,1391.61,1408.69,1154.53,1005.48,764.76,731.95,713.57
10002,宜蘭縣,1000208,冬山鄉,A100020813,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10002,宜蘭縣,1000208,冬山鄉,A100020814,637.42,655.27,828.03,746.95,963.54,1323.31,1571.75,1199.81,1103.29,764.35,771.15,686.79
10002,宜蘭縣,1000208,冬山鄉,A100020815,473.08,537.02,654.88,689.02,732.49,1292.98,1363.96,937.55,918.61,601.93,575.55,579.03
10002,宜蘭縣,1000208,冬山鄉,A100020816,430.32,502.74,619.72,574.39,690.33,1310.31,1331.83,823.00,943.13,476.69,560.75,485.57
10002,宜蘭縣,1000208,冬山鄉,A100020817,475.64,557.20,690.53,700.85,681.17,1185.56,1255.81,975.59,806.32,614.23,581.76,574.82
10002,宜蘭縣,1000208,冬山鄉,A100020818,1541.76,1742.29,1909.02,2044.31,1949.62,3570.98,3849.92,3022.82,2704.97,2100.89,1851.58,1695.34
10002,宜蘭縣,1000208,冬山鄉,A100020819,451.42,473.46,601.47,701.98,876.54,1115.63,1306.14,1230.35,835.89,740.79,558.01,487.69
10002,宜蘭縣,1000208,冬山鄉,A100020820,448.10,462.55,577.93,647.36,798.05,991.36,1084.97,1032.51,659.55,610.85,511.42,497.73
10002,宜蘭縣,1000208,冬山鄉,A100020821,473.05,500.16,636.94,617.45,813.56,1161.91,1263.07,1037.29,929.23,615.96,619.49,512.96
10002,宜蘭縣,1000208,冬山鄉,A100020822,349.84,481.47,520.78,544.53,603.96,1132.86,1077.56,768.44,780.84,451.09,467.93,455.32
10002,宜蘭縣,1000208,冬山鄉,A100020823,609.94,687.80,771.73,895.23,928.10,1374.87,1457.15,1287.67,1036.65,829.20,745.00,699.39
10002,宜蘭縣,1000208,冬山鄉,A100020824,328.75,398.46,478.29,505.29,619.92,915.14,926.52,810.43,633.28,491.64,458.77,435.08
10002,宜蘭縣,1000209,五結鄉,A100020901,672.60,701.89,837.74,916.98,950.83,1491.79,1694.31,1366.14,1198.23,925.56,791.25,793.11
10002,宜蘭縣,1000209,五結鄉,A100020902,492.76,553.52,695.33,737.58,756.58,1203.04,1405.12,1082.85,931.90,715.73,609.14,641.54
10002,宜蘭縣,1000209,五結鄉,A100020903,398.29,458.77,596.92,605.16,632.41,1004.47,1169.43,869.37,775.86,573.09,522.78,514.54
10002,宜蘭縣,1000209,五結鄉,A100020904,376.20,466.91,578.89,598.58,613.06,1010.78,1153.83,848.54,724.41,561.33,508.81,520.33
10002,宜蘭縣,1000209,五結鄉,A100020905,508.12,552.62,674.77,728.79,744.74,1169.08,1346.72,1072.67,919.22,716.85,604.44,619.87
10002,宜蘭縣,1000209,五結鄉,A100020906,357.97,494.28,551.48,418.48,389.76,896.47,937.17,725.72,656.90,390.04,331.56,468.67
10002,宜蘭縣,1000209,五結鄉,A100020907,494.43,476.85,523.49,580.45,791.35,908.57,1074.09,1127.69,596.83,553.42,481.87,487.21
10002,宜蘭縣,1000209,五結鄉,A100020908,444.81,548.60,641.62,648.27,655.37,1218.03,1317.65,933.95,856.54,603.85,554.42,562.76
10002,宜蘭縣,1000209,五結鄉,A100020909,722.99,786.43,857.53,1045.45,1100.09,1555.45,1586.98,1662.18,1055.79,1067.36,772.85,876.72
10002,宜蘭縣,1000209,五結鄉,A100020910,484.07,537.33,568.14,717.32,934.84,1235.11,1244.18,1401.44,801.45,839.98,552.27,615.22
10002,宜蘭縣,1000209,五結鄉,A100020911,623.47,666.58,749.25,784.09,889.26,1424.30,1619.20,1355.44,1039.64,780.33,676.84,678.42
10002,宜蘭縣,1000209,五結鄉,A100020912,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10002,宜蘭縣,1000209,五結鄉,A100020913,592.10,531.43,755.80,603.01,815.45,1157.73,1407.53,900.18,1025.19,587.22,662.32,530.66
10002,宜蘭縣,1000209,五結鄉,A100020914,834.17,746.53,908.37,859.32,1109.55,1483.14,1674.99,1377.47,1248.01,856.22,855.53,733.67
10002,宜蘭縣,1000209,五結鄉,A100020915,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10002,宜蘭縣,1000209,五結鄉,A100020916,406.00,406.80,410.52,449.19,619.77,732.55,789.41,842.39,525.72,474.02,398.94,402.38
10002,宜蘭縣,1000210,三星鄉,A100021001,414.89,517.59,635.62,626.03,555.68,995.95,1177.80,946.86,779.84,637.90,544.35,716.57
10002,宜蘭縣,1000210,三星鄉,A100021002,487.95,533.98,646.01,713.13,688.79,1059.18,1287.02,1065.70,787.88,694.26,589.42,626.93
10002,宜蘭縣,1000210,三星鄉,A100021003,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10002,宜蘭縣,1000210,三星鄉,A100021004,380.54,423.35,537.21,621.34,666.32,931.68,1127.57,960.50,676.78,599.36,486.64,537.08
10002,宜蘭縣,1000210,三星鄉,A100021005,471.30,514.71,623.27,705.82,721.59,1058.74,1284.63,1078.01,776.55,677.62,552.56,618.18
10002,宜蘭縣,1000210,三星鄉,A100021006,447.13,519.21,553.19,563.55,685.91,974.57,970.40,939.71,774.46,554.09,523.58,508.09
10002,宜蘭縣,1000210,三星鄉,A100021007,332.84,294.28,310.64,300.04,237.76,291.60,323.35,287.00,233.62,217.81,211.68,251.10
10002,宜蘭縣,1000210,三星鄉,A100021008,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10002,宜蘭縣,1000210,三星鄉,A100021009,599.20,695.68,726.27,748.01,911.76,1254.04,1197.73,1193.74,1031.68,729.24,710.35,643.40
10002,宜蘭縣,1000210,三星鄉,A100021010,345.18,396.47,493.48,542.94,537.33,777.35,947.18,799.67,599.56,523.30,437.66,479.20
10002,宜蘭縣,1000210,三星鄉,A100021011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10002,宜蘭縣,1000210,三星鄉,A100021012,462.38,515.19,567.70,580.17,728.01,1042.72,1016.22,950.68,817.09,570.55,562.10,521.50
10002,宜蘭縣,1000211,大同鄉,A100021101,659.86,673.34,841.78,926.29,1022.02,1243.28,1414.48,1426.24,938.24,874.18,720.96,667.37
10002,宜蘭縣,1000211,大同鄉,A100021102,622.23,622.41,730.34,723.20,743.96,938.47,979.02,815.17,751.46,624.52,635.01,615.99
10002,宜蘭縣,1000212,南澳鄉,A100021201,744.17,706.21,904.48,967.51,1383.12,1809.44,1975.01,1626.21,1410.54,1027.65,918.56,774.18
10002,宜蘭縣,1000212,南澳鄉,A100021202,674.27,805.51,781.49,926.31,1057.92,1586.05,1471.43,1370.47,1065.95,903.36,732.30,749.17
10004,新竹縣,1000401,竹北市,A100040101,707.92,761.56,696.80,796.80,1071.57,1460.01,1382.28,1520.53,1037.49,888.89,726.01,738.55
10004,新竹縣,1000401,竹北市,A100040102,638.99,733.02,649.18,740.63,1005.55,1377.72,1321.86,1481.05,999.32,835.39,672.40,686.50
10004,新竹縣,1000401,竹北市,A100040103,6381.26,5360.12,5484.92,5682.93,6515.46,7553.62,7713.64,8146.31,6382.47,5188.83,4109.26,3493.40
10004,新竹縣,1000401,竹北市,A100040104,964.87,996.68,1023.02,1152.76,1489.68,2056.09,1935.34,1995.91,1517.70,1164.04,1032.78,1017.68
10004,新竹縣,1000401,竹北市,A100040105,795.45,765.54,736.33,778.87,1116.37,1293.53,1576.79,1690.00,999.59,909.73,743.60,748.26
10004,新竹縣,1000401,竹北市,A100040106,789.35,834.19,764.96,898.22,1166.73,1478.67,1484.61,1659.09,1112.68,1022.49,775.68,812.73
10004,新竹縣,1000401,竹北市,A100040107,837.59,897.40,833.06,1008.04,1216.16,1570.99,1486.50,1697.59,1120.60,1039.33,808.46,872.02
10004,新竹縣,1000401,竹北市,A100040108,2512.32,2392.79,2592.85,2762.21,3240.66,3971.89,4051.28,4200.84,3396.74,2881.12,2543.56,2367.96
10004,新竹縣,1000401,竹北市,A100040109,987.04,1035.82,891.84,1092.73,1315.73,1656.55,1766.71,2029.17,1209.66,1218.54,869.60,970.50
10004,新竹縣,1000401,竹北市,A100040110,716.15,726.07,721.75,800.05,1101.87,1388.42,1390.77,1504.65,1039.69,891.78,724.11,718.59
10004,新竹縣,1000401,竹北市,A100040111,644.68,651.63,599.90,670.07,937.19,1096.93,1270.63,1356.56,790.31,752.45,568.02,594.10
10004,新竹縣,1000401,竹北市,A100040112,557.25,613.41,564.64,717.06,950.44,1208.66,1306.24,1480.08,820.86,842.79,563.12,616.40
10004,新竹縣,1000401,竹北市,A100040113,9667.18,8221.79,9290.05,10185.99,11154.02,13423.81,13566.60,13147.64,12766.81,10711.80,9828.76,9364.62
10004,新竹縣,1000401,竹北市,A100040114,620.02,678.75,690.47,892.91,1201.92,1565.09,1610.21,1824.68,996.95,1057.51,684.62,716.86
10004,新竹縣,1000401,竹北市,A100040115,651.42,725.92,832.01,890.27,1066.24,1686.46,1641.05,1504.46,1301.87,918.03,814.50,718.00
10004,新竹縣,1000401,竹北市,A100040116,503.34,513.66,614.03,723.44,1148.24,1371.24,1552.99,1555.06,859.69,892.89,588.67,633.26
10004,新竹縣,1000401,竹北市,A100040117,632.01,716.35,838.87,933.56,947.73,1688.56,1932.02,1522.45,1353.43,969.34,787.32,810.67
10004,新竹縣,1000401,竹北市,A100040118,726.62,820.58,935.57,1203.94,1533.80,1888.19,2099.80,2369.07,1333.08,1433.62,892.37,986.20
10004,新竹縣,1000401,竹北市,A100040119,650.02,699.10,809.44,1017.12,1252.41,1579.55,1808.35,1890.75,1143.41,1168.14,802.36,762.05
10004,新竹縣,1000401,竹北市,A100040120,663.23,697.41,861.16,955.59,1051.87,1771.50,2066.35,1621.51,1470.58,1014.45,826.35,784.61
