COUN_ID,COUN_NA,TOWN_ID,TOWN_NA,CODE3,1,2,3,4,5,6,7,8,9,10,11,12
10002,宜蘭縣,1000202,羅東鎮,A100020210,1369054.49,1669693.26,1481011.84,1901394.04,2103878.93,2859749.89,2785965.64,3620711.31,1764079.53,2351592.30,1415487.70,1854739.13
10002,宜蘭縣,1000202,羅東鎮,A100020211,1208779.79,1290779.14,1694110.72,1707950.89,2129883.33,2863337.47,3315530.39,3094566.52,2211779.45,1879794.00,1624111.95,1536940.90
10002,宜蘭縣,1000202,羅東鎮,A100020212,786311.63,810655.49,837393.97,841980.53,1253646.53,1390330.62,1518247.81,1622451.82,1056449.77,991902.16,794987.30,820858.35
10002,宜蘭縣,1000202,羅東鎮,A100020213,4234569.81,4571733.85,4706704.32,5419006.21,6721814.98,8221477.05,9117004.10,10048375.91,6108009.97,6760279.54,4543651.22,4880627.73
10002,宜蘭縣,1000202,羅東鎮,A100020214,1372082.21,1523476.28,1427193.66,1599178.42,2126311.53,2588206.28,2652225.27,2984194.09,1867124.98,1922758.94,1402794.45,1540040.19
10002,宜蘭縣,1000202,羅東鎮,A100020215,1365209.92,1493408.94,1503094.16,1508806.68,2019672.64,2446721.56,2526283.46,2697855.78,1874489.58,1701648.13,1421080.79,1459951.37
10002,宜蘭縣,1000202,羅東鎮,A100020216,684024.17,732735.67,741444.28,719091.50,997229.66,1180061.45,1220407.90,1265795.57,914831.09,807543.24,706187.34,733326.77
10002,宜蘭縣,1000202,羅東鎮,A100020217,2168097.52,2190834.76,2822118.00,2479049.88,3405040.63,4383808.41,5246940.38,4158858.39,3914794.26,2778020.16,2778621.70,2271016.53
10002,宜蘭縣,1000202,羅東鎮,A100020218,1060647.31,1169569.36,1200235.10,1212476.10,1715860.88,2099579.39,2173437.65,2333838.15,1596160.99,1431868.57,1171435.53,1179555.86
10002,宜蘭縣,1000202,羅東鎮,A100020219,116860.41,109192.76,124469.73,122358.86,198305.93,235835.42,274841.15,294511.40,203636.92,168381.50,136558.14,125321.34
10002,宜蘭縣,1000202,羅東鎮,A100020220,3859697.49,4132655.02,4307564.31,4722151.38,6310133.57,7756537.47,8382785.03,8958916.03,5790765.69,5724697.86,4076901.47,4166855.24
10002,宜蘭縣,1000202,羅東鎮,A100020221,1351969.29,1474314.32,1488718.02,1538377.61,2143507.33,2626660.41,2698930.61,2930931.29,1924067.26,1780074.75,1423130.00,1485883.95
10002,宜蘭縣,1000202,羅東鎮,A100020222,863913.42,931649.68,993304.28,973647.95,1463529.02,1779162.20,1752059.90,1724317.82,1307246.22,1139076.48,972246.30,937399.20
10002,宜蘭縣,1000202,羅東鎮,A100020223,1141146.60,1211224.14,1276334.83,1337467.84,1782669.11,2221156.71,2563266.17,2608290.53,1566237.88,1549409.81,1202670.71,1286263.33
10002,宜蘭縣,1000202,羅東鎮,A100020224,1428831.07,1445435.50,1858107.38,1553629.29,2084138.48,2999277.67,3441263.36,2483894.53,2761373.75,1619058.40,1845229.89,1505427.28
10002,宜蘭縣,1000202,羅東鎮,A100020225,1174286.42,1354947.89,1656812.57,1412715.31,1674572.61,2961444.99,3267430.95,2346151.95,2419910.13,1424505.39,1506025.05,1395768.77
10002,宜蘭縣,1000202,羅東鎮,A100020226,1427906.57,1433160.96,1879092.01,1646410.56,2161571.68,3362647.31,3899674.37,2742161.50,2876558.73,1783691.83,1917684.38,1536543.49
10002,宜蘭縣,1000202,羅東鎮,A100020227,868372.74,969453.61,1136617.55,1002328.98,1314199.70,1860985.24,2056760.26,1647280.54,1475352.89,1124999.99,1077750.70,991444.23
10002,宜蘭縣,1000202,羅東鎮,A100020228,951085.24,1079702.70,1184433.42,1142986.15,1664718.65,2064240.43,2138174.97,2145856.53,1640557.49,1292362.13,1190384.58,1167776.73
10002,宜蘭縣,1000202,羅東鎮,A100020229,797240.23,840993.75,1085843.69,852747.62,1238261.64,1833390.66,2363104.77,1496219.34,1666858.51,879018.65,1106159.86,866006.78
10002,宜蘭縣,1000203,蘇澳鎮,A100020301,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10002,宜蘭縣,1000203,蘇澳鎮,A100020302,627076.65,649968.77,689908.00,679174.28,1126162.04,1214988.46,1365315.92,1415768.89,869986.60,800894.92,656636.28,671351.50
10002,宜蘭縣,1000203,蘇澳鎮,A100020303,21439.34,39845.89,23216.36,38644.84,31135.31,71022.13,39275.15,65597.97,30149.14,48653.62,27435.60,44794.67
10002,宜蘭縣,1000203,蘇澳鎮,A100020304,766509.78,887499.36,938400.69,1021789.96,1293568.81,1627387.32,1850477.87,1804704.52,1113944.49,1091891.75,827824.63,943183.32
10002,宜蘭縣,1000203,蘇澳鎮,A100020305,5996.15,6719.29,8372.95,10228.66,12766.34,19761.61,27117.63,20676.43,13360.47,10964.63,6803.79,6847.75
10002,宜蘭縣,1000203,蘇澳鎮,A100020306,380089.26,488218.25,677689.40,713440.70,812860.36,1136803.04,1557211.70,1255624.64,813754.27,779190.38,611662.54,686401.75
10002,宜蘭縣,1000203,蘇澳鎮,A100020307,632919.12,713373.67,949440.19,1012387.84,1179315.26,1570132.06,2083774.41,1732793.45,1210435.68,1143762.81,865221.74,944839.66
10002,宜蘭縣,1000203,蘇澳鎮,A100020308,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10002,宜蘭縣,1000203,蘇澳鎮,A100020309,318872.34,442061.36,592358.46,619174.11,686988.46,1055556.96,1373014.04,1056376.93,760686.75,678841.00,541277.80,613291.22
10002,宜蘭縣,1000203,蘇澳鎮,A100020310,488860.54,551555.18,694007.05,741326.68,822867.82,1135710.47,1488475.86,1295331.80,1025000.44,927437.79,687447.81,759469.70
10002,宜蘭縣,1000203,蘇澳鎮,A100020311,455.85,2720.26,12040.83,8948.34,12400.70,9430.51,14912.92,10449.58,13295.27,10237.00,11797.53,8977.42
10002,宜蘭縣,1000203,蘇澳鎮,A100020312,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10002,宜蘭縣,1000203,蘇澳鎮,A100020313,698997.86,804353.91,829496.54,814687.26,1183838.14,1412808.62,1393872.44,1405924.12,997665.64,880719.86,785512.52,807178.88
